solution_id,algorithm,makespan,carbon,truck_id,truck_route,drone_customers
28,NSGAII,210.05,1873.79,6,"[0, 13, 41, 44, 69, 26, 2, 82, 39, 19, 0]",[]
29,NSGAII,206.43,1890.55,1,"[0, 43, 48, 62, 94, 51, 79, 29, 75, 81, 76, 10, 98, 88, 63, 74, 78, 30, 15, 0]","[43, 75]"
29,NSGAII,206.43,1890.55,2,"[0, 58, 40, 85, 64, 27, 8, 7, 89, 9, 55, 61, 60, 32, 53, 80, 4, 0]",[4]
29,NSGAII,206.43,1890.55,3,"[0, 38, 44, 26, 96, 14, 31, 16, 56, 68, 99, 36, 49, 5, 0]",[]
29,NSGAII,206.43,1890.55,4,"[0, 42, 52, 6, 65, 54, 70, 72, 86, 3, 22, 37, 33, 1, 34, 25, 50, 0]",[]
29,NSGAII,206.43,1890.55,5,"[0, 13, 41, 11, 83, 69, 97, 87, 90, 24, 45, 2, 67, 82, 23, 84, 39, 18, 19, 0]",[]
29,NSGAII,206.43,1890.55,6,"[0, 77, 92, 21, 91, 20, 35, 71, 17, 12, 73, 95, 57, 59, 47, 28, 46, 100, 93, 66, 0]",[57]
30,NSGAII,205.67,1899.13,1,"[0, 58, 80, 4, 79, 94, 45, 24, 55, 9, 81, 89, 95, 0]","[58, 95]"
30,NSGAII,205.67,1899.13,2,"[0, 50, 62, 43, 99, 91, 17, 31, 30, 78, 15, 73, 57, 47, 46, 7, 76, 75, 93, 29, 49, 0]","[76, 91]"
30,NSGAII,205.67,1899.13,3,"[0, 53, 51, 65, 52, 54, 70, 72, 3, 25, 34, 1, 22, 33, 37, 63, 85, 14, 38, 0]","[22, 70]"
30,NSGAII,205.67,1899.13,4,"[0, 92, 68, 84, 86, 67, 32, 90, 6, 87, 5, 60, 61, 97, 42, 96, 27, 0]",[]
30,NSGAII,205.67,1899.13,5,"[0, 13, 41, 83, 44, 69, 59, 26, 11, 64, 16, 18, 19, 39, 21, 36, 82, 2, 0]",[83]
30,NSGAII,205.67,1899.13,6,"[0, 66, 77, 48, 23, 56, 40, 35, 71, 74, 88, 98, 10, 28, 100, 8, 12, 20, 0]","[28, 77]"
31,NSGAII,205.53,1985.23,1,"[0, 53, 8, 7, 28, 10, 96, 85, 88, 74, 31, 17, 99, 1, 77, 50, 0]",[8]
31,NSGAII,205.53,1985.23,2,"[0, 4, 79, 51, 9, 81, 76, 14, 30, 40, 22, 34, 58, 0]",[51]
31,NSGAII,205.53,1985.23,3,"[0, 92, 33, 37, 19, 20, 64, 73, 89, 46, 75, 55, 29, 54, 70, 72, 36, 94, 80, 0]",[46]
31,NSGAII,205.53,1985.23,4,"[0, 25, 43, 48, 62, 21, 91, 71, 98, 63, 78, 15, 95, 57, 38, 93, 52, 65, 3, 49, 0]","[62, 95]"
31,NSGAII,205.53,1985.23,5,"[0, 84, 68, 39, 82, 86, 67, 32, 90, 6, 87, 5, 60, 61, 97, 42, 69, 27, 0]",[]
31,NSGAII,205.53,1985.23,6,"[0, 35, 16, 18, 56, 23, 2, 66, 45, 24, 100, 26, 59, 47, 44, 83, 11, 41, 12, 13, 0]","[2, 83]"
