solution_id,algorithm,makespan,carbon,truck_id,truck_route,drone_customers
12,PFG_MOEAD,277.24,781.59,4,"[0, 4, 80, 53, 66, 45, 51, 79, 5, 29, 90, 65, 6, 87, 52, 60, 61, 97, 93, 75, 55, 76, 46, 0]","[60, 76]"
12,PFG_MOEAD,277.24,781.59,5,"[0, 24, 0]",[24]
12,PFG_MOEAD,277.24,781.59,6,"[0, 49, 32, 94, 82, 86, 67, 72, 70, 54, 36, 3, 58, 77, 48, 62, 50, 0]","[32, 70]"
13,PFG_MOEAD,236.48,817.26,1,"[0, 48, 62, 92, 43, 25, 2, 99, 34, 1, 21, 22, 23, 84, 56, 39, 68, 37, 33, 91, 16, 18, 19, 0]","[22, 43, 62]"
13,PFG_MOEAD,236.48,817.26,2,"[0, 20, 17, 31, 40, 35, 71, 15, 98, 85, 88, 63, 74, 78, 64, 30, 73, 0]",[98]
13,PFG_MOEAD,236.48,817.26,3,"[0, 13, 27, 12, 41, 95, 57, 96, 83, 14, 11, 89, 10, 26, 59, 44, 38, 47, 69, 28, 46, 7, 42, 76, 9, 55, 75, 81, 0]","[9, 13, 89]"
13,PFG_MOEAD,236.48,817.26,4,"[0, 8, 100, 93, 97, 61, 60, 5, 29, 52, 87, 6, 65, 90, 79, 24, 66, 53, 80, 4, 0]","[24, 100]"
13,PFG_MOEAD,236.48,817.26,5,"[0, 51, 45, 94, 49, 32, 3, 36, 54, 70, 72, 67, 86, 82, 58, 0]","[51, 94]"
13,PFG_MOEAD,236.48,817.26,6,"[0, 77, 50, 0]",[77]
14,PFG_MOEAD,273.07,787.9,1,"[0, 4, 0]",[4]
14,PFG_MOEAD,273.07,787.9,2,"[0, 24, 66, 53, 80, 0]",[]
14,PFG_MOEAD,273.07,787.9,3,"[0, 51, 86, 67, 72, 70, 54, 36, 3, 32, 49, 94, 45, 0]",[32]
14,PFG_MOEAD,273.07,787.9,4,"[0, 50, 25, 2, 99, 34, 1, 43, 92, 48, 62, 58, 77, 82, 22, 23, 84, 56, 39, 68, 37, 33, 21, 91, 20, 19, 18, 16, 40, 71, 35, 31, 17, 0]",[91]
14,PFG_MOEAD,273.07,787.9,5,"[0, 13, 27, 12, 41, 73, 15, 30, 64, 78, 74, 63, 88, 85, 98, 14, 11, 83, 96, 57, 95, 0]","[83, 95]"
14,PFG_MOEAD,273.07,787.9,6,"[0, 89, 10, 26, 59, 44, 38, 47, 69, 28, 46, 7, 42, 76, 9, 55, 75, 81, 100, 8, 93, 97, 61, 60, 5, 29, 52, 87, 6, 65, 90, 79, 0]","[8, 9, 28, 42, 60, 75, 79]"
15,PFG_MOEAD,314.26,714.35,1,"[0, 2, 25, 99, 34, 1, 22, 23, 84, 56, 39, 68, 37, 33, 21, 91, 19, 18, 16, 40, 20, 17, 31, 35, 71, 30, 64, 78, 74, 63, 88, 85, 98, 15, 73, 41, 12, 27, 13, 95, 57, 0]",[35]
15,PFG_MOEAD,314.26,714.35,2,"[0, 96, 0]",[96]
